#Laenge L // Kopplungskonstante J // Beta // sweeps // drop // zwischenMessungen
100	1	0.4404	50000	10000	10
100	1	0.44045	50000	10000	10
100	1	0.4405	50000	10000	10
100	1	0.44055	50000	10000	10
100	1	0.4406	50000	10000	10
100	1	0.44065	50000	10000	10
100	1	0.4407	50000	10000	10
100	1	0.44075	50000	10000	10
100	1	0.4408	50000	10000	10
100	1	0.44085	50000	10000	10
100	1	0.4409	50000	10000	10
100	1	0.440675	50000	10000	10
100	1	0.440725	50000	10000	10
100	1	0.440625	50000	1000	10
100	1	0.440775	50000	1000	10
150	1	0.4404	50000	10000	10
150	1	0.44045	50000	10000	10
150	1	0.4405	50000	10000	10
150	1	0.44055	50000	10000	10
150	1	0.4406	50000	10000	10
150	1	0.44065	50000	10000	10
150	1	0.4407	50000	10000	10
150	1	0.44075	50000	10000	10
150	1	0.4408	50000	10000	10
150	1	0.44085	50000	10000	10
150	1	0.4409	50000	10000	10
150	1	0.440675	50000	10000	10
150	1	0.440725	50000	10000	10
150	1	0.440625	50000	1000	10
150	1	0.440775	50000	1000	10
200	1	0.4404	50000	10000	10
200	1	0.44045	50000	10000	10
200	1	0.4405	50000	10000	10
200	1	0.44055	50000	10000	10
200	1	0.4406	50000	10000	10
200	1	0.44065	50000	10000	10
200	1	0.4407	50000	10000	10
200	1	0.44075	50000	10000	10
200	1	0.4408	50000	10000	10
200	1	0.44085	50000	10000	10
200	1	0.4409	50000	10000	10
200	1	0.440675	50000	10000	10
200	1	0.440725	50000	10000	10
200	1	0.440625	50000	1000	10
200	1	0.440775	50000	1000	10
250	1	0.4404	50000	10000	10
250	1	0.44045	50000	10000	10
250	1	0.4405	50000	10000	10
250	1	0.44055	50000	10000	10
250	1	0.4406	50000	10000	10
250	1	0.44065	50000	10000	10
250	1	0.4407	50000	10000	10
250	1	0.44075	50000	10000	10
250	1	0.4408	50000	10000	10
250	1	0.44085	50000	10000	10
250	1	0.4409	50000	10000	10
250	1	0.440675	50000	10000	10
250	1	0.440725	50000	10000	10
250	1	0.440625	50000	1000	10
250	1	0.440775	50000	1000	10
300	1	0.4404	50000	10000	10
300	1	0.44045	50000	10000	10
300	1	0.4405	50000	10000	10
300	1	0.44055	50000	10000	10
300	1	0.4406	50000	10000	10
300	1	0.44065	50000	10000	10
300	1	0.4407	50000	10000	10
300	1	0.44075	50000	10000	10
300	1	0.4408	50000	10000	10
300	1	0.44085	50000	10000	10
300	1	0.4409	50000	10000	10
300	1	0.440675	50000	10000	10
300	1	0.440725	50000	10000	10
300	1	0.440625	50000	1000	10
300	1	0.440775	50000	1000	10
350	1	0.4404	50000	10000	10
350	1	0.44045	50000	10000	10
350	1	0.4405	50000	10000	10
350	1	0.44055	50000	10000	10
350	1	0.4406	50000	10000	10
350	1	0.44065	50000	10000	10
350	1	0.4407	50000	10000	10
350	1	0.44075	50000	10000	10
350	1	0.4408	50000	10000	10
350	1	0.44085	50000	10000	10
350	1	0.4409	50000	10000	10
350	1	0.440675	50000	10000	10
350	1	0.440725	50000	10000	10
350	1	0.440625	50000	1000	10
350	1	0.440775	50000	1000	10
400	1	0.4404	50000	10000	10
400	1	0.44045	50000	10000	10
400	1	0.4405	50000	10000	10
400	1	0.44055	50000	10000	10
400	1	0.4406	50000	10000	10
400	1	0.44065	50000	10000	10
400	1	0.4407	50000	10000	10
400	1	0.44075	50000	10000	10
400	1	0.4408	50000	10000	10
400	1	0.44085	50000	10000	10
400	1	0.4409	50000	10000	10
400	1	0.440675	50000	10000	10
400	1	0.440725	50000	10000	10
400	1	0.440625	50000	1000	10
400	1	0.440775	50000	1000	10
450	1	0.4404	50000	10000	10
450	1	0.44045	50000	10000	10
450	1	0.4405	50000	10000	10
450	1	0.44055	50000	10000	10
450	1	0.4406	50000	10000	10
450	1	0.44065	50000	10000	10
450	1	0.4407	50000	10000	10
450	1	0.44075	50000	10000	10
450	1	0.4408	50000	10000	10
450	1	0.44085	50000	10000	10
450	1	0.4409	50000	10000	10
450	1	0.440675	50000	10000	10
450	1	0.440725	50000	10000	10
450	1	0.440625	50000	1000	10
450	1	0.440775	50000	1000	10
500	1	0.4404	50000	10000	10
500	1	0.44045	50000	10000	10
500	1	0.4405	50000	10000	10
500	1	0.44055	50000	10000	10
500	1	0.4406	50000	10000	10
500	1	0.44065	50000	10000	10
500	1	0.4407	50000	10000	10
500	1	0.44075	50000	10000	10
500	1	0.4408	50000	10000	10
500	1	0.44085	50000	10000	10
500	1	0.4409	50000	10000	10
500	1	0.440675	50000	10000	10
500	1	0.440725	50000	10000	10
500	1	0.440625	50000	1000	10
500	1	0.440775	50000	1000	10
